narrator_id,grade,death_reason,places_of_stay,name_en,name_ar
4334,Companion (RA),Natural,Hijaz,Khalid bin ''Aabadh al-Ghfary,خالد بن عبادة الغفاري
4335,Companion (RA),Natural,Hijaz,Khalid bin 'Umayr al-Bdy,خالد بن عمير العبدي
4336,Companion (RA),Natural,Hijaz,Khalid bin al-Nbs,خالد بن العنبس
4337,Companion (RA),Natural,Hijaz,Khbab Abu Arfth bin Khbyb,خباب أبو عرفطة بن خبيب
4338,Companion (RA),Natural,Hijaz,Khbab Wald al-Sa'ib,خباب والد السائب
4339,Companion (RA),Natural,Hijaz,Khbab Wald Ata'a,خباب والد عطاء
4340,Companion (RA),Natural,Hijaz,Khbab al-Zbydy,خباب الزبيدي
4341,Companion (RA),Natural,Hijaz,Khdash bin Abi Khdash al-Mky,خداش بن أبي خداش المكي
4342,Companion (RA),Natural,Hijaz,Khzymh bin al-Harith Msry,خزيمة بن الحارث مصري
4343,Companion (RA),Natural,Hijaz,Khzymh bin 'Asim bin Qtn,خزيمة بن عاصم بن قطن
4344,Companion (RA),Natural,Hijaz,Khlad no identity,خلاد غير منسوب
4345,Companion (RA),Natural,Hijaz,Khlad no identity,خلاد غير منسوب
4346,Companion (RA),Natural,Medina,Khld'h al-Ansari al-Zrqy,خلدة الأنصاري الزرقي
4347,Companion (RA),Natural,Hijaz,Khlyfh bin Umayya al-Jdhamy,خليفة بن أمية الجذامي
4348,Companion (RA),Natural,Hijaz,Khmys'h bin al-Hakam al-Slmy,خميصة بن الحكم السلمي
4349,Companion (RA),Natural,Hijaz,Khrash Wald 'Abdullah,خراش والد عبد الله
4350,Companion (RA),Natural,Hijaz,Khzymh bin Adas al-Mzny,خزيمة بن عداس المزني
4351,Companion (RA),Natural,Hijaz,Khnabh bin K'ab al-Bsy,خنابة بن كعب العبسي
4352,Companion (RA),Natural,Hijaz,Kharjh bin al-N'man,خارجة بن النعمان
4353,Companion (RA),Natural,Hijaz,Khalid bin Snan al-Bsy,خالد بن سنان العبسي
4354,Companion (RA),Natural,Hijaz,Khalid bin Yazid bin Mua'wiya,خالد بن يزيد بن معاوية
4355,Companion (RA),Natural,Hijaz,Khlf bin Abd Yghwth al-Zhry,خلف بن عبد يغوث الزهري
4356,Companion (RA),Natural,Medina,Khwt al-Ansari,خوط الأنصاري
4357,Companion (RA),Natural,Hijaz,Darm al-Tamimy,دارم التميمي
4358,Companion (RA),Natural,Medina,Da'ud bin Salmah al-Ansari,داود بن سلمة الأنصاري
4359,Companion (RA),Natural,Hijaz,Djajh Wald Jsrh,دجاجة والد جسرة
4360,Companion (RA),Natural,Hijaz,Drhm Waldzyad,درهم والدزياد
4361,Companion (RA),Natural,Hijaz,Dryd bin K'ab al-Nkh'y,دريد بن كعب النخعي
4362,Companion (RA),Natural,Hijaz,Dlhms bin Jmyl al-'Umary,دلهمس بن جميل العامري
4363,Companion (RA),Natural,Hijaz,Dinar bin Hyan al-Rb'y,دينار بن حيان الربعي
4364,Companion (RA),Natural,Hijaz,Dadhwyh al-Farsy,داذويه الفارسي
4365,Companion (RA),Natural,Hijaz,Dhr bin Abi Dhr al-Ghfary,ذر بن أبي ذر الغفاري
4366,Companion (RA),Natural,Hijaz,Dhkwan Mwla biny Umayya,ذكوان مولى بني أمية
4367,Companion (RA),Natural,Hijaz,Dhkwan Mwla al-Ansar,ذكوان مولى الأنصار
4368,Companion (RA),Natural,Hijaz,Dhw al-Khwysrh al-Tamimy,ذو الخويصرة التميمي
4369,Companion (RA),Natural,Hijaz,Dhw al-Khwysrh al-Ymany,ذو الخويصرة اليماني
4370,Companion (RA),Natural,Hijaz,Dhw al-Kla' al-Hmyry,ذو الكلاع الحميري
4371,Companion (RA),Natural,Hijaz,Dhbyan bin S'ad al-'Asady,ذبيان بن سعد الأسدي
4372,Companion (RA),Natural,Hijaz,Dhkwan Mwla 'Umar,ذكوان مولى عمر
4373,Companion (RA),Natural,Hijaz,Dhw 'Amr al-Hmyry,ذو عمرو الحميري
4374,Companion (RA),Natural,Hijaz,Rashid bin Abd Rbh al-Slmy,راشد بن عبد ربه السلمي
4375,Companion (RA),Natural,Hijaz,Rafa'y bin Yazid al-Thqfy,رافع بن يزيد الثقفي
4376,Companion (RA),Natural,Hijaz,Rafa'y Mwla Aa'ishh,رافع مولى عائشة
4377,Companion (RA),Natural,Hijaz,Rafa'y Mwla Sa'd,رافع مولى سعد
4378,Companion (RA),Natural,Hijaz,Rbah Mwla Umm Salmah,رباح مولى أم سلمة
4379,Companion (RA),Natural,Hijaz,Rbah no identity,رباح غير منسوب
4380,Companion (RA),Natural,Hijaz,Rabi'yah bin Aydan,ربيعة بن عيدان
4381,Companion (RA),Natural,Hijaz,Rabi'yah bin Wqas,ربيعة بن وقاص
4382,Companion (RA),Natural,Hijaz,Rabi'yah al-Ajdhm al-Thqfy,ربيعة الأجذم الثقفي
4383,Companion (RA),Natural,Hijaz,Rabi'yah al-Quraishi,ربيعة القرشي
4384,Companion (RA),Natural,Hijaz,Rshdan al-Jhny,رشدان الجهني
4385,Companion (RA),Natural,Hijaz,Rshyd Abu 'Umayrh al-Mzny,رشيد أبو عميرة المزني
4386,Companion (RA),Natural,Hijaz,Rqybh bin Aqybh,رقيبة بن عقيبة
4387,Companion (RA),Natural,Hijaz,Rwman Skn al-Sham,رومان سكن الشام
4388,Companion (RA),Natural,Hijaz,Rybal al-Thqfy Lm Ajd,ريبال الثقفي لم أجد
4389,Companion (RA),Natural,Hijaz,Rybal bin 'Amr,ريبال بن عمرو
4390,Companion (RA),Natural,Hijaz,Rafa'y no identity Qr'at,رافع غير منسوب قرأت
4391,Companion (RA),Natural,Hijaz,Rabi'yah bin Abi al-Dby,ربيعة بن أبي الضبي
4392,Companion (RA),Natural,Hijaz,Rwh bin Habib al-Tghlby,روح بن حبيب التغلبي
4393,Companion (RA),Natural,Hijaz,Rabi'yah al-Klaby,ربيعة الكلابي
4394,Companion (RA),Natural,Hijaz,Rfa'h no identity Whw,رفاعة غير منسوب وهو
4395,Companion (RA),Natural,Hijaz,Za'id'h bin Hwalh al-Nzy,زائدة بن حوالة العنزي
4396,Companion (RA),Natural,Medina,Zrarh al-Ansari,زرارة الأنصاري
4397,Companion (RA),Natural,Hijaz,Zr bin 'Abdullah bin Klyb,زر بن عبد الله بن كليب
4398,Companion (RA),Natural,Hijaz,Zr'h bin Khlyfh al-Ymamy,زرعة بن خليفة اليمامي
4399,Companion (RA),Natural,Hijaz,Znym no identity,زنيم غير منسوب
4400,Companion (RA),Natural,Hijaz,Zuhyr bin Thfh al-Kndy,زهير بن طهفة الكندي
4401,Companion (RA),Natural,Hijaz,Zuhyr bin 'Alqama al-Fr'y,زهير بن علقمة الفرعي
4402,Companion (RA),Natural,Hijaz,Zuhyr bin Ayad al-Fhry,زهير بن عياض الفهري
4403,Companion (RA),Natural,Hijaz,Zuhyr bin Qnfdh al-'Asady,زهير بن قنفذ الأسدي
4404,Companion (RA),Natural,Hijaz,Zuhyr bin Qays al-Blwy,زهير بن قيس البلوي
4405,Companion (RA),Natural,Hijaz,Ziyad bin Sbrh al-Y'mry,زياد بن سبرة اليعمري
4406,Companion (RA),Natural,Hijaz,Ziyad al-Ghfary Y'd,زياد الغفاري يعد
4407,Companion (RA),Natural,Hijaz,Zayd bin al-Azwr al-'Asady,زيد بن الأزور الأسدي
4408,Companion (RA),Natural,Hijaz,Zayd bin Jbyr al-Jhny In,زيد بن جبير الجهني إن
4409,Companion (RA),Natural,Hijaz,Zayd bin 'Amir al-Thqfy,زيد بن عامر الثقفي
4410,Companion (RA),Natural,Hijaz,Zayd bin Aa'ish al-Mry,زيد بن عائش المري
4411,Companion (RA),Natural,Hijaz,Zayd bin Abthr al-Zbydy,زيد بن عبثر الزبيدي
4412,Companion (RA),Natural,Hijaz,Zayd bin 'Umayr al-Kndy,زيد بن عمير الكندي
4413,Companion (RA),Natural,Hijaz,Zayd bin 'Umayr al-Bdy,زيد بن عمير العبدي
4414,Companion (RA),Natural,Hijaz,Zayd bin Ghnm al-Lkhmy,زيد بن غنم اللخمي
4415,Companion (RA),Natural,Medina,Zayd Abu Hasan al-Ansari,زيد أبو حسن الأنصاري
4416,Companion (RA),Natural,Hijaz,Zayd Abu 'Abdullah,زيد أبو عبد الله
4417,Companion (RA),Natural,Hijaz,Zayd Abu 'Abdullah,زيد أبو عبد الله
4418,Companion (RA),Natural,Hijaz,Zayd al-Bdy no identity,زيد العبدي غير منسوب
4419,Companion (RA),Natural,Hijaz,Zr'h bin Syf bin Dhy Yzn,زرعة بن سيف بن ذي يزن
4420,Companion (RA),Natural,Hijaz,Ziyad bin Fa'id al-Lkhmy,زياد بن فائد اللخمي
4421,Companion (RA),Natural,Hijaz,Ziyad Mwla Aal Draj,زياد مولى آل دراج
4422,Companion (RA),Natural,Hijaz,Zuhyr al-Anmary Shamy,زهير الأنماري شامي
4423,Companion (RA),Natural,Hijaz,Ziyad bin Abi Hnd,زياد بن أبي هند
4424,Companion (RA),Natural,Hijaz,Zayd bin Art'ah al-'Umary,زيد بن أرطأة العامري
4425,Companion (RA),Natural,Hijaz,Salm bin Rafa'y al-Khza'y,سالم بن رافع الخزاعي
4426,Companion (RA),Natural,Hijaz,Salm no identity,سالم غير منسوب
4427,Companion (RA),Natural,Hijaz,Sbrh bin 'Amr al-Tamimy,سبرة بن عمرو التميمي
4428,Companion (RA),Natural,Hijaz,Sby' bin Nsr al-Mzny,سبيع بن نصر المزني
4429,Companion (RA),Natural,Hijaz,Shym Baltsghyr bin Khfaf,سحيم بالتصغير بن خفاف
4430,Companion (RA),Natural,Hijaz,Skhrwr Bwzn Asfwr,سخرور بوزن عصفور
4431,Companion (RA),Natural,Hijaz,Sraqh bin Sraqh,سراقة بن سراقة
4432,Companion (RA),Natural,Hijaz,Sraqh bin 'Umayr,سراقة بن عمير
4433,Companion (RA),Natural,Hijaz,Sry' bin al-Hakam al-Sa'dy,سريع بن الحكم السعدي
4434,Companion (RA),Natural,Hijaz,S'ad bin Ishaq La A'rf,سعد بن إسحاق لا أعرف
4435,Companion (RA),Natural,Hijaz,S'ad bin Suwayd bin Qays,سعد بن سويد بن قيس
4436,Companion (RA),Natural,Hijaz,S'ad bin 'Abdullah,سعد بن عبد الله
4437,Companion (RA),Natural,Hijaz,S'ad bin Amarh al-Th'lby,سعد بن عمارة الثعلبي
4438,Companion (RA),Natural,Hijaz,S'ad bin 'Amr bin Hram,سعد بن عمرو بن حرام
4439,Companion (RA),Natural,Hijaz,S'ad bin Malik al-Dhry,سعد بن مالك العذري
4440,Companion (RA),Natural,Medina,S'ad bin Mas'ud al-Ansari,سعد بن مسعود الأنصاري
4441,Companion (RA),Natural,Hijaz,S'ad bin Mas'ud al-Kndy,سعد بن مسعود الكندي
4442,Companion (RA),Natural,Medina,S'ad bin Mua'dh al-Ansari,سعد بن معاذ الأنصاري
4443,Companion (RA),Natural,Hijaz,S'ad bin Wahub al-Nadry,سعد بن وهب النضري
4444,Companion (RA),Natural,Hijaz,S'ad Mwla Hatb,سعد مولى حاطب
4445,Companion (RA),Natural,Hijaz,S'ad Wald Zayd no identity,سعد والد زيد غير منسوب
4446,Companion (RA),Natural,Hijaz,S'ad Mwla 'Utba bin Ghzwan,سعد مولى عتبة بن غزوان
4447,Companion (RA),Natural,Hijaz,S'ad no identity,سعد غير منسوب
4448,Companion (RA),Natural,Hijaz,S'aid bin al-Bkhtry,سعيد بن البختري
4449,Companion (RA),Natural,Hijaz,S'aid bin Rabi'yah al-Thqfy,سعيد بن ربيعة الثقفي
4450,Companion (RA),Natural,Hijaz,S'aid bin 'Amr al-Kndy,سعيد بن عمرو الكندي
4451,Companion (RA),Natural,Hijaz,S'aid bin Mrh al-Jly,سعيد بن مرة العجلي
4452,Companion (RA),Natural,Hijaz,Sa'ida bin Flan,سعيدا بن فلان
4453,Companion (RA),Natural,Hijaz,Salamh bin 'Abdullah,سلامة بن عبد الله
4454,Companion (RA),Natural,Hijaz,Salman bin Khalid al-Khza'y,سلمان بن خالد الخزاعي
4455,Companion (RA),Natural,Hijaz,Salmah bin Dhkwan Wyqal,سلمة بن ذكوان ويقال
4456,Companion (RA),Natural,Hijaz,Salmah bin Shym al-'Asady,سلمة بن سحيم الأسدي
4457,Companion (RA),Natural,Hijaz,Salmah bin Salamh al-Th'lby,سلمة بن سلامة الثعلبي
4458,Companion (RA),Natural,Hijaz,Salmah bin Ayad al-'Asady,سلمة بن عياض الأسدي
4459,Companion (RA),Natural,Hijaz,Salmah bin Malik al-Slmy,سلمة بن مالك السلمي
4460,Companion (RA),Natural,Hijaz,Salmah bin Nfy' al-Jrmy,سلمة بن نفيع الجرمي
4461,Companion (RA),Natural,Hijaz,Salmah bin Yazid al-'Ashj'y,سلمة بن يزيد الأشجعي
4462,Companion (RA),Natural,Hijaz,Salmah Abu Snan,سلمة أبو سنان
4463,Companion (RA),Natural,Hijaz,Salmah Bksr al-Lam,سلمة بكسر اللام
4464,Companion (RA),Natural,Medina,Slyt bin 'Amr al-Ansari,سليط بن عمرو الأنصاري
4465,Companion (RA),Natural,Hijaz,Slyt al-Tamimy,سليط التميمي
4466,Companion (RA),Natural,Medina,Slyt al-Ansari,سليط الأنصاري
4467,Companion (RA),Natural,Hijaz,Slym bin Akymh al-Lythy,سليم بن أكيمة الليثي
4468,Companion (RA),Natural,Hijaz,Slym bin Ash al-Dhry,سليم بن عش العذري
4469,Companion (RA),Natural,Medina,Slym al-Ansari,سليم الأنصاري
4470,Companion (RA),Natural,Medina,Smak bin Khrshh al-Ansari,سماك بن خرشة الأنصاري
4471,Companion (RA),Natural,Hijaz,Smak bin Ubaid al-Bsy,سماك بن عبيد العبسي
4472,Companion (RA),Natural,Hijaz,Smak al-Khybry,سماك الخيبري
4473,Companion (RA),Natural,Hijaz,Smaly bin Hzal,سمالي بن هزال
4474,Companion (RA),Natural,Hijaz,Smyhh Wyqal Shymh,سميحة ويقال سحيمة
4475,Companion (RA),Natural,Hijaz,Sahl bin Qays al-Mzny,سهل بن قيس المزني
4476,Companion (RA),Natural,Medina,Sahl al-Ansari,سهل الأنصاري
4477,Companion (RA),Natural,Hijaz,S'hyl bin al-Smt Wq',سهيل بن السمط وقع
4478,Companion (RA),Natural,Hijaz,Swad bin Malik al-Tamimy,سواد بن مالك التميمي
4479,Companion (RA),Natural,Hijaz,Swybt bin 'Amr,سويبط بن عمرو
4480,Companion (RA),Natural,Hijaz,Suwayd bin al-Harith al-Azdy,سويد بن الحارث الأزدي
4481,Companion (RA),Natural,Medina,Suwayd bin 'Amr al-Ansari,سويد بن عمرو الأنصاري
4482,Companion (RA),Natural,Medina,Suwayd bin Ayash al-Ansari,سويد بن عياش الأنصاري
4483,Companion (RA),Natural,Hijaz,Suwayd al-Aahly Thm al-Ky,سويد الآهلي ثم العكي
4484,Companion (RA),Natural,Hijaz,Suwayd no identity,سويد غير منسوب
4485,Companion (RA),Natural,Hijaz,Suwayd Jd Muslim bin Ysar,سويد جد مسلم بن يسار
4486,Companion (RA),Natural,Hijaz,Sydan Wald 'Abdullah,سيدان والد عبد الله
4487,Companion (RA),Natural,Hijaz,Shym Mwla 'Utba bin Frqd,سحيم مولى عتبة بن فرقد
4488,Companion (RA),Natural,Hijaz,Sraqh Wald Abd al-A'la,سراقة والد عبد الأعلى
4489,Companion (RA),Natural,Hijaz,S'ad bin Balwyh al-Farsy,سعد بن بالويه الفارسي
4490,Companion (RA),Natural,Hijaz,Sufyan bin 'Amr al-Slmy,سفيان بن عمرو السلمي
4491,Companion (RA),Natural,Hijaz,Slyk al-Fzary,سليك الفزاري
4492,Companion (RA),Natural,Hijaz,Slyk al-Qyly al-Aqt',سليك العقيلي الأقطع
4493,Companion (RA),Natural,Medina,Slym al-Ansari,سليم الأنصاري
4494,Companion (RA),Natural,Hijaz,Snan al-Wda'y,سنان الوداعي
4495,Companion (RA),Natural,Hijaz,Suwayd bin Qtbh al-Wa'ily,سويد بن قطبة الوائلي
4496,Companion (RA),Natural,Hijaz,Syah al-Farsy,سياه الفارسي
4497,Companion (RA),Natural,Hijaz,Salm bin Mnswr,سالم بن منصور
4498,Companion (RA),Natural,Hijaz,S'ad bin Abi Srh al-'Umary,سعد بن أبي سرح العامري
4499,Companion (RA),Natural,Medina,S'ad bin Mhys'h al-Ansari,سعد بن محيصة الأنصاري
4500,Companion (RA),Natural,Hijaz,S'aid bin Abi Sa'id,سعيد بن أبي سعيد
4501,Companion (RA),Natural,Hijaz,S'aid bin 'Abdul 'Aziz,سعيد بن عبد العزيز
4502,Companion (RA),Natural,Hijaz,Skn bin Abi al-Skn,سكن بن أبي السكن
4503,Companion (RA),Natural,Hijaz,Salmah bin al-Mjr,سلمة بن المجر
4504,Companion (RA),Natural,Hijaz,Sulaiman Abu 'Uthman,سليمان أبو عثمان
4505,Companion (RA),Natural,Hijaz,Slym no identity,سليم غير منسوب
4506,Companion (RA),Natural,Hijaz,Snan bin S'ad Wq',سنان بن سعد وقع
4507,Companion (RA),Natural,Hijaz,Sndr Abu al-'Aswad,سندر أبو الأسود
4508,Companion (RA),Natural,Hijaz,S'hm no identity,سهم غير منسوب
4509,Companion (RA),Natural,Hijaz,Swad'h bin 'Amr,سوادة بن عمرو
4510,Companion (RA),Natural,Hijaz,Suwayd bin Sby' Wq',سويد بن صبيع وقع
4511,Companion (RA),Natural,Hijaz,Syf bin Dhy Yzn Mlk Hmyr,سيف بن ذي يزن ملك حمير
4512,Companion (RA),Natural,Hijaz,Shbrmh no identity Wq',شبرمة غير منسوب وقع
4513,Companion (RA),Natural,Hijaz,Shtym Baltsghyr,شتيم بالتصغير
4514,Companion (RA),Natural,Hijaz,Shdad bin Thmamh,شداد بن ثمامة
4515,Companion (RA),Natural,Hijaz,Shdad bin Aard al-Jshmy,شداد بن عارض الجشمي
4516,Companion (RA),Natural,Hijaz,Shrahyl al-Kndy,شراحيل الكندي
4517,Companion (RA),Natural,Hijaz,Shrhbyl no identity,شرحبيل غير منسوب
4518,Companion (RA),Natural,Hijaz,Shryh bin Abrhh al-Yaf'y,شريح بن أبرهة اليافعي
4519,Companion (RA),Natural,Hijaz,Shryh bin 'Amr al-Khza'y,شريح بن عمرو الخزاعي
4520,Companion (RA),Natural,Hijaz,Shryh al-Hdrmy Ja'a,شريح الحضرمي جاء
4521,Companion (RA),Natural,Hijaz,Shryh no identity,شريح غير منسوب
4522,Companion (RA),Natural,Hijaz,Shryk bin Wa'ilh al-Hdhly,شريك بن وائلة الهذلي
4523,Companion (RA),Natural,Hijaz,Shryk no identity,شريك غير منسوب
4524,Companion (RA),Natural,Hijaz,Suh'aib bin 'Amr al-Hdrmy,شعيب بن عمرو الحضرمي
4525,Companion (RA),Natural,Hijaz,Shfy al-Hdhly Wald al-Nadr,شفي الهذلي والد النضر
4526,Companion (RA),Natural,Hijaz,Shmyr no identity,شمير غير منسوب
4527,Companion (RA),Natural,Hijaz,Shwyf' no identity,شويفع غير منسوب
4528,Companion (RA),Natural,Hijaz,Shyban bin Dthar al-Nmyry,شيبان بن دثار النميري
4529,Companion (RA),Natural,Hijaz,Shyban al-Nkh'y,شيبان النخعي
4530,Companion (RA),Natural,Hijaz,Shrahyl al-Hnfy,شراحيل الحنفي
4531,Companion (RA),Natural,Hijaz,Shrhbyl al-Bsy,شرحبيل العبسي
4532,Companion (RA),Natural,Hijaz,Shrhbyl Wald 'Amr,شرحبيل والد عمرو
4533,Companion (RA),Natural,Hijaz,Shryq Wald al-Akhns,شريق والد الأخنس
4534,Companion (RA),Natural,Hijaz,Suh'aib al-Nbry,شعيب العنبري
4535,Companion (RA),Natural,Medina,Salah al-Ansari,صالح الأنصاري
4536,Companion (RA),Natural,Hijaz,Salah al-Qrzy Sar,صالح القرظي سار
4537,Companion (RA),Natural,Hijaz,Salah no identity,صالح غير منسوب
4538,Companion (RA),Natural,Hijaz,Sbyh Mwla Asyd,صبيح مولى أسيد
4539,Companion (RA),Natural,Medina,Skhr bin Jbr al-Ansari,صخر بن جبر الأنصاري
4540,Companion (RA),Natural,Hijaz,Skhr bin Qdamh al-Qyly,صخر بن قدامة العقيلي
4541,Companion (RA),Natural,Medina,Skhr al-Ansari L'lh B'd,صخر الأنصاري لعله بعض
4542,Companion (RA),Natural,Hijaz,Skhr no identity Wq',صخر غير منسوب وقع
4543,Companion (RA),Natural,Hijaz,Safwan bin Ghzwan al-Ta'iy,صفوان بن غزوان الطائي
